Order ID,Order Date,Customer ID,Product ID,Quantity,Customer Name,Email,Country,Coffee Type Name,Coffee Type,Roast Type Full,Roast Type,Size, Unit Price , Sales ,Loyalty Card
ZJE-89333-489,13-May-2022,08694-57330-XR,L-D-2.5,1,Vallie Kundt,,Ireland,Liberica,Lib,Dark,D,2.5 kg, $29.79 , $29.79 ,Yes
LOO-35324-159,19-May-2020,68412-11126-YJ,A-L-0.2,4,Boyd Bett,vkundt3w@bigcartel.com,United States,Arabica,Ara,Light,L,0.2 kg, $3.89 , $15.54 ,Yes
JBQ-93412-846,27-Apr-2022,69037-66822-DW,E-L-2.5,4,Julio Armytage,bbett3x@google.de,Ireland,Excelsa,Exc,Light,L,2.5 kg, $34.16 , $136.62 ,Yes
EHX-66333-637,09-Sep-2020,01297-94364-XH,L-M-0.5,2,Deana Staite,,United States,Liberica,Lib,Medium,M,0.5 kg, $8.73 , $17.46 ,No
WXG-25759-236,10-Mar-2021,39919-06540-ZI,E-L-2.5,2,Winn Keyse,dstaite3z@scientificamerican.com,United States,Excelsa,Exc,Light,L,2.5 kg, $34.16 , $68.31 ,Yes
QNA-31113-984,07-Apr-2019,60512-78550-WS,L-M-0.2,4,Osmund Clausen-Thue,wkeyse40@apple.com,United States,Liberica,Lib,Medium,M,0.2 kg, $4.37 , $17.46 ,No
ZWI-52029-159,12-Jul-2020,40172-12000-AU,L-M-1,3,Leonore Francisco,oclausenthue41@marriott.com,United States,Liberica,Lib,Medium,M,1.0 kg, $14.55 , $43.65 ,No
ZWI-52029-159,12-Jul-2020,40172-12000-AU,E-M-1,2,Leonore Francisco,oclausenthue41@marriott.com,United States,Excelsa,Exc,Medium,M,1.0 kg, $13.75 , $27.50 ,No
DFS-49954-707,21-Dec-2021,39019-13649-CL,E-D-0.2,5,Giacobo Skingle,alowseley43@timesonline.co.uk,United States,Excelsa,Exc,Dark,D,0.2 kg, $3.65 , $18.23 ,Yes
VYP-89830-878,04-Oct-2020,12715-05198-QU,A-M-2.5,2,Gerard Pirdy,gskingle44@clickbank.net,United States,Arabica,Ara,Medium,M,2.5 kg, $25.88 , $51.75 ,Yes
AMT-40418-362,08-Aug-2020,04513-76520-QO,L-D-1,1,Jacinthe Balsillie,,United States,Liberica,Lib,Dark,D,1.0 kg, $12.95 , $12.95 ,Yes
NFQ-23241-793,11-Oct-2020,88446-59251-SQ,A-M-1,3,Quinton Fouracres,jbalsillie46@princeton.edu,United States,Arabica,Ara,Medium,M,1.0 kg, $11.25 , $33.75 ,Yes
JQK-64922-985,10-Nov-2021,23779-10274-KN,R-M-2.5,3,Bettina Leffek,,United States,Robusta,Rob,Medium,M,2.5 kg, $22.89 , $68.66 ,Yes
YET-17732-678,20-Jun-2021,57235-92842-DK,R-D-0.2,1,Hetti Penson,bleffek48@ning.com,United States,Robusta,Rob,Dark,D,0.2 kg, $2.69 , $2.69 ,No
NKW-24945-846,04-Oct-2021,75977-30364-AY,A-D-2.5,5,Jocko Pray,,United States,Arabica,Ara,Dark,D,2.5 kg, $22.89 , $114.43 ,No
VKA-82720-513,24-Jun-2019,12299-30914-NG,A-M-2.5,6,Grete Holborn,jpray4a@youtube.com,United States,Arabica,Ara,Medium,M,2.5 kg, $25.88 , $155.25 ,Yes
THA-60599-417,26-Oct-2019,59971-35626-YJ,A-M-2.5,3,Fielding Keinrat,gholborn4b@ow.ly,United States,Arabica,Ara,Medium,M,2.5 kg, $25.88 , $77.63 ,Yes
MEK-39769-035,27-Jun-2021,15380-76513-PS,R-D-2.5,3,Paulo Yea,fkeinrat4c@dailymail.co.uk,Ireland,Robusta,Rob,Dark,D,2.5 kg, $20.59 , $61.76 ,No
JAF-18294-750,06-Sep-2019,73564-98204-EY,R-D-2.5,6,Say Risborough,pyea4d@aol.com,United States,Robusta,Rob,Dark,D,2.5 kg, $20.59 , $123.51 ,Yes
TME-59627-221,30-Apr-2021,72282-40594-RX,L-L-2.5,6,Alexa Sizey,,United States,Liberica,Lib,Light,L,2.5 kg, $36.46 , $218.73 ,No
UDG-65353-824,07-Jan-2020,17514-94165-RJ,E-M-0.5,4,Kari Swede,,United States,Excelsa,Exc,Medium,M,0.5 kg, $8.25 , $33.00 ,No
ENQ-42923-176,11-Jan-2021,56248-75861-JX,A-L-0.5,3,Leontine Rubrow,kswede4g@addthis.com,United States,Arabica,Ara,Light,L,0.5 kg, $7.77 , $23.31 ,No
CBT-55781-720,15-Nov-2021,97855-54761-IS,E-D-0.5,3,Dottie Tift,lrubrow4h@microsoft.com,United States,Excelsa,Exc,Dark,D,0.5 kg, $7.29 , $21.87 ,Yes
NEU-86533-016,03-Jun-2019,96544-91644-IT,R-D-0.2,6,Gerardo Schonfeld,dtift4i@netvibes.com,United States,Robusta,Rob,Dark,D,0.2 kg, $2.69 , $16.11 ,No
BYU-58154-603,17-Dec-2020,51971-70393-QM,E-D-0.5,4,Claiborne Feye,gschonfeld4j@oracle.com,Ireland,Excelsa,Exc,Dark,D,0.5 kg, $7.29 , $29.16 ,No
EHJ-05910-257,07-Feb-2021,06812-11924-IK,R-D-1,6,Mina Elstone,cfeye4k@google.co.jp,United States,Robusta,Rob,Dark,D,1.0 kg, $8.95 , $53.70 ,Yes
EIL-44855-309,15-Mar-2021,59741-90220-OW,R-D-0.5,5,Sherman Mewrcik,,United States,Robusta,Rob,Dark,D,0.5 kg, $5.37 , $26.85 ,Yes
HCA-87224-420,04-Aug-2022,62682-27930-PD,E-M-0.5,5,Tamarah Fero,,United States,Excelsa,Exc,Medium,M,0.5 kg, $8.25 , $41.25 ,Yes
ABO-29054-365,19-Jan-2019,00256-19905-YG,A-M-0.5,6,Stanislaus Valsler,tfero4n@comsenz.com,Ireland,Arabica,Ara,Medium,M,0.5 kg, $6.75 , $40.50 ,No
TKN-58485-031,23-Mar-2022,38890-22576-UI,R-D-1,2,Felita Dauney,,Ireland,Robusta,Rob,Dark,D,1.0 kg, $8.95 , $17.90 ,No
RCK-04069-371,07-Oct-2021,94573-61802-PH,E-L-2.5,2,Serena Earley,fdauney4p@sphinn.com,United Kingdom,Excelsa,Exc,Light,L,2.5 kg, $34.16 , $68.31 ,No
IRJ-67095-738,20-Mar-2019,86447-02699-UT,E-M-2.5,2,Minny Chamberlayne,searley4q@youku.com,United States,Excelsa,Exc,Medium,M,2.5 kg, $31.63 , $63.25 ,Yes
VEA-31961-977,15-Dec-2021,51432-27169-KN,E-D-0.5,3,Bartholemy Flaherty,mchamberlayne4r@bigcartel.com,Ireland,Excelsa,Exc,Dark,D,0.5 kg, $7.29 , $21.87 ,No
BAF-42286-205,08-Jun-2022,43074-00987-PB,R-M-2.5,4,Oran Colbeck,bflaherty4s@moonfruit.com,United States,Robusta,Rob,Medium,M,2.5 kg, $22.89 , $91.54 ,No
WOR-52762-511,14-Dec-2019,04739-85772-QT,E-L-2.5,6,Elysee Sketch,ocolbeck4t@sina.com.cn,United States,Excelsa,Exc,Light,L,2.5 kg, $34.16 , $204.93 ,Yes
ZWK-03995-815,10-Apr-2021,28279-78469-YW,E-M-2.5,2,Ethelda Hobbing,,United States,Excelsa,Exc,Medium,M,2.5 kg, $31.63 , $63.25 ,Yes
CKF-43291-846,10-Mar-2020,91829-99544-DS,E-L-2.5,1,Odille Thynne,ehobbing4v@nsw.gov.au,United States,Excelsa,Exc,Light,L,2.5 kg, $34.16 , $34.16 ,Yes
RMW-74160-339,16-Oct-2020,38978-59582-JP,R-L-2.5,4,Emlynne Heining,othynne4w@auda.org.au,United States,Robusta,Rob,Light,L,2.5 kg, $27.49 , $109.94 ,Yes
FMT-94584-786,08-Oct-2019,86504-96610-BH,A-L-1,2,Katerina Melloi,eheining4x@flickr.com,United States,Arabica,Ara,Light,L,1.0 kg, $12.95 , $25.90 ,No
NWT-78222-575,31-Dec-2019,75986-98864-EZ,A-D-0.2,1,Tiffany Scardafield,kmelloi4y@imdb.com,Ireland,Arabica,Ara,Dark,D,0.2 kg, $2.99 , $2.99 ,No
EOI-02511-919,20-Mar-2020,66776-88682-RG,E-L-0.2,5,Abrahan Mussen,,United States,Excelsa,Exc,Light,L,0.2 kg, $4.46 , $22.28 ,No
EOI-02511-919,20-Mar-2020,66776-88682-RG,A-D-0.5,5,Abrahan Mussen,,United States,Arabica,Ara,Dark,D,0.5 kg, $5.97 , $29.85 ,No
UCT-03935-589,29-Mar-2021,85851-78384-DM,R-D-0.5,6,Anny Mundford,enellies51@goodreads.com,United States,Robusta,Rob,Dark,D,0.5 kg, $5.37 , $32.22 ,No
SBI-60013-494,12-Nov-2021,55232-81621-BX,E-M-0.2,2,Tory Walas,amundford52@nbcnews.com,United States,Excelsa,Exc,Medium,M,0.2 kg, $4.13 , $8.25 ,No
QRA-73277-814,20-Jul-2021,80310-92912-JA,A-L-0.5,4,Isa Blazewicz,twalas53@google.ca,United States,Arabica,Ara,Light,L,0.5 kg, $7.77 , $31.08 ,No
EQE-31648-909,18-Jan-2019,19821-05175-WZ,E-D-0.5,5,Angie Rizzetti,iblazewicz54@thetimes.co.uk,United States,Excelsa,Exc,Dark,D,0.5 kg, $7.29 , $36.45 ,Yes
QOO-24615-950,07-Aug-2019,01338-83217-GV,R-M-2.5,3,Mord Meriet,arizzetti55@naver.com,United States,Robusta,Rob,Medium,M,2.5 kg, $22.89 , $68.66 ,No
WDV-73864-037,13-Mar-2022,66044-25298-TA,L-M-0.5,5,Lawrence Pratt,mmeriet56@noaa.gov,United States,Liberica,Lib,Medium,M,0.5 kg, $8.73 , $43.65 ,Yes
PKR-88575-066,17-May-2022,28728-47861-TZ,E-L-0.2,1,Astrix Kitchingham,lpratt57@netvibes.com,United States,Excelsa,Exc,Light,L,0.2 kg, $4.46 , $4.46 ,Yes
BWR-85735-955,14-Dec-2019,32638-38620-AX,L-M-1,3,Burnard Bartholin,akitchingham58@com.com,United States,Liberica,Lib,Medium,M,1.0 kg, $14.55 , $43.65 ,Yes
YFX-64795-136,15-Jan-2020,83163-65741-IH,L-M-2.5,1,Madelene Prinn,bbartholin59@xinhuanet.com,United States,Liberica,Lib,Medium,M,2.5 kg, $33.47 , $33.47 ,Yes
DDO-71442-967,12-Apr-2019,89422-58281-FD,L-D-0.2,5,Alisun Baudino,mprinn5a@usa.gov,United States,Liberica,Lib,Dark,D,0.2 kg, $3.89 , $19.43 ,Yes
ILQ-11027-588,29-Mar-2020,76293-30918-DQ,E-D-1,6,Philipa Petrushanko,abaudino5b@netvibes.com,Ireland,Excelsa,Exc,Dark,D,1.0 kg, $12.15 , $72.90 ,Yes
KRZ-13868-122,24-Mar-2022,86779-84838-EJ,E-L-1,3,Kimberli Mustchin,ppetrushanko5c@blinklist.com,United States,Excelsa,Exc,Light,L,1.0 kg, $14.85 , $44.55 ,No
VRM-93594-914,21-Jul-2021,66806-41795-MX,E-D-0.5,5,Emlynne Laird,,United States,Excelsa,Exc,Dark,D,0.5 kg, $7.29 , $36.45 ,No
HXL-22497-359,06-Aug-2019,64875-71224-UI,A-L-1,3,Marlena Howsden,elaird5e@bing.com,United States,Arabica,Ara,Light,L,1.0 kg, $12.95 , $38.85 ,No
NOP-21394-646,23-May-2021,16982-35708-BZ,E-L-0.5,6,Nealson Cuttler,mhowsden5f@infoseek.co.jp,United States,Excelsa,Exc,Light,L,0.5 kg, $8.91 , $53.46 ,No
NOP-21394-646,23-May-2021,16982-35708-BZ,L-D-2.5,2,Nealson Cuttler,mhowsden5f@infoseek.co.jp,United States,Liberica,Lib,Dark,D,2.5 kg, $29.79 , $59.57 ,No
NOP-21394-646,23-May-2021,16982-35708-BZ,L-D-2.5,3,Nealson Cuttler,mhowsden5f@infoseek.co.jp,United States,Liberica,Lib,Dark,D,2.5 kg, $29.79 , $89.36 ,No
NOP-21394-646,23-May-2021,16982-35708-BZ,L-L-0.5,4,Nealson Cuttler,mhowsden5f@infoseek.co.jp,United States,Liberica,Lib,Light,L,0.5 kg, $9.51 , $38.04 ,No
NOP-21394-646,23-May-2021,16982-35708-BZ,E-M-1,3,Nealson Cuttler,mhowsden5f@infoseek.co.jp,United States,Excelsa,Exc,Medium,M,1.0 kg, $13.75 , $41.25 ,No
FTV-77095-168,08-Apr-2021,66708-26678-QK,L-L-0.5,6,Adriana Lazarus,idunwoody5k@sourceforge.net,United States,Liberica,Lib,Light,L,0.5 kg, $9.51 , $57.06 ,No
BOR-02906-411,17-Oct-2021,08743-09057-OO,L-D-2.5,6,Tallie felip,,United States,Liberica,Lib,Dark,D,2.5 kg, $29.79 , $178.71 ,Yes
WMP-68847-770,16-Feb-2022,37490-01572-JW,L-L-0.2,1,Vanna Le - Count,tfelip5m@typepad.com,United States,Liberica,Lib,Light,L,0.2 kg, $4.76 , $4.76 ,No
TMO-22785-872,15-Jul-2020,01811-60350-CU,E-M-1,6,Sarette Ducarel,vle5n@disqus.com,United States,Excelsa,Exc,Medium,M,1.0 kg, $13.75 , $82.50 ,No
TJG-73587-353,22-Feb-2020,24766-58139-GT,R-D-0.2,3,Kendra Glison,,United States,Robusta,Rob,Dark,D,0.2 kg, $2.69 , $8.06 ,Yes
OOU-61343-455,15-Jan-2021,90123-70970-NY,A-M-1,2,Nertie Poolman,,United States,Arabica,Ara,Medium,M,1.0 kg, $11.25 , $22.50 ,No
RMA-08327-369,11-Jan-2021,93809-05424-MG,A-M-0.5,6,Orbadiah Duny,npoolman5q@howstuffworks.com,United States,Arabica,Ara,Medium,M,0.5 kg, $6.75 , $40.50 ,Yes
SFB-97929-779,08-Apr-2022,85425-33494-HQ,E-D-0.5,4,Constance Halfhide,oduny5r@constantcontact.com,Ireland,Excelsa,Exc,Dark,D,0.5 kg, $7.29 , $29.16 ,Yes
AUP-10128-606,01-Oct-2020,54387-64897-XC,A-M-0.5,1,Fransisco Malecky,chalfhide5s@google.ru,United Kingdom,Arabica,Ara,Medium,M,0.5 kg, $6.75 , $6.75 ,No
YTW-40242-005,28-Oct-2019,01035-70465-UO,L-D-1,4,Anselma Attwater,fmalecky5t@list-manage.com,United States,Liberica,Lib,Dark,D,1.0 kg, $12.95 , $51.80 ,Yes
PRP-53390-819,28-Mar-2021,84260-39432-ML,E-L-0.5,6,Minette Whellans,aattwater5u@wikia.com,United States,Excelsa,Exc,Light,L,0.5 kg, $8.91 , $53.46 ,No
GSJ-01065-125,31-Mar-2020,69779-40609-RS,E-D-0.2,4,Dael Camilletti,mwhellans5v@mapquest.com,United States,Excelsa,Exc,Dark,D,0.2 kg, $3.65 , $14.58 ,Yes
YQU-65147-580,26-Mar-2022,80247-70000-HT,R-D-2.5,1,Emiline Galgey,dcamilletti5w@businesswire.com,United States,Robusta,Rob,Dark,D,2.5 kg, $20.59 , $20.59 ,No
QPM-95832-683,06-Nov-2019,35058-04550-VC,L-L-1,2,Murdock Hame,egalgey5x@wufoo.com,Ireland,Liberica,Lib,Light,L,1.0 kg, $15.85 , $31.70 ,No
BNQ-88920-567,30-Dec-2019,27226-53717-SY,L-D-0.2,6,Ilka Gurnee,mhame5y@newsvine.com,United States,Liberica,Lib,Dark,D,0.2 kg, $3.89 , $23.31 ,No
PUX-47906-110,01-Oct-2021,02002-98725-CH,L-M-1,4,Alfy Snowding,igurnee5z@usnews.com,United States,Liberica,Lib,Medium,M,1.0 kg, $14.55 , $58.20 ,Yes
COL-72079-610,09-Dec-2020,38487-01549-MV,E-L-0.5,4,Godfry Poinsett,asnowding60@comsenz.com,United States,Excelsa,Exc,Light,L,0.5 kg, $8.91 , $35.64 ,No
LBC-45686-819,01-May-2021,98573-41811-EQ,A-M-1,5,Rem Furman,gpoinsett61@berkeley.edu,Ireland,Arabica,Ara,Medium,M,1.0 kg, $11.25 , $56.25 ,Yes
BLQ-03709-265,04-Aug-2022,72463-75685-MV,R-L-0.2,3,Charis Crosier,rfurman62@t.co,United States,Robusta,Rob,Light,L,0.2 kg, $3.59 , $10.76 ,No
BLQ-03709-265,04-Aug-2022,72463-75685-MV,R-M-0.2,5,Charis Crosier,rfurman62@t.co,United States,Robusta,Rob,Medium,M,0.2 kg, $2.99 , $14.93 ,No
VFZ-91673-181,13-Nov-2021,10225-91535-AI,A-L-1,6,Lenka Rushmer,mpercifull64@netlog.com,United States,Arabica,Ara,Light,L,1.0 kg, $12.95 , $77.70 ,Yes
WKD-81956-870,16-Sep-2020,48090-06534-HI,L-D-0.5,3,Waneta Edinborough,lrushmer65@europa.eu,United States,Liberica,Lib,Dark,D,0.5 kg, $7.77 , $23.31 ,No
TNI-91067-006,05-Oct-2020,80444-58185-FX,E-L-1,4,Bobbe Piggott,wedinborough66@github.io,United States,Excelsa,Exc,Light,L,1.0 kg, $14.85 , $59.40 ,Yes
IZA-61469-812,06-Jan-2020,13561-92774-WP,L-D-2.5,4,Ketty Bromehead,,United States,Liberica,Lib,Dark,D,2.5 kg, $29.79 , $119.14 ,Yes
PSS-22466-862,21-May-2021,11550-78378-GE,R-L-0.2,4,Elsbeth Westerman,kbromehead68@un.org,Ireland,Robusta,Rob,Light,L,0.2 kg, $3.59 , $14.34 ,No
REH-56504-397,26-Feb-2020,90961-35603-RP,A-M-2.5,5,Anabelle Hutchens,ewesterman69@si.edu,United States,Arabica,Ara,Medium,M,2.5 kg, $25.88 , $129.38 ,No
ALA-62598-016,19-Feb-2020,57145-03803-ZL,R-D-0.2,6,Noak Wyvill,ahutchens6a@amazonaws.com,United Kingdom,Robusta,Rob,Dark,D,0.2 kg, $2.69 , $16.11 ,Yes
EYE-70374-835,29-Jun-2021,89115-11966-VF,R-L-0.2,5,Beltran Mathon,nwyvill6b@naver.com,United States,Robusta,Rob,Light,L,0.2 kg, $3.59 , $17.93 ,No
CCZ-19589-212,27-Mar-2021,05754-41702-FG,L-M-0.2,2,Kristos Streight,bmathon6c@barnesandnoble.com,United States,Liberica,Lib,Medium,M,0.2 kg, $4.37 , $8.73 ,No
BPT-83989-157,27-Oct-2021,84269-49816-ML,A-M-2.5,2,Portie Cutchie,kstreight6d@about.com,United States,Arabica,Ara,Medium,M,2.5 kg, $25.88 , $51.75 ,No
YFH-87456-208,12-Jun-2019,23600-98432-ME,L-M-0.2,2,Sinclare Edsell,pcutchie6e@globo.com,United States,Liberica,Lib,Medium,M,0.2 kg, $4.37 , $8.73 ,Yes
JLN-14700-924,28-Jun-2020,79058-02767-CP,L-L-0.2,5,Conny Gheraldi,,United Kingdom,Liberica,Lib,Light,L,0.2 kg, $4.76 , $23.78 ,No
JVW-22582-137,23-Mar-2021,89208-74646-UK,E-M-0.2,5,Beryle Kenwell,cgheraldi6g@opera.com,United States,Excelsa,Exc,Medium,M,0.2 kg, $4.13 , $20.63 ,No
LAA-41879-001,10-Feb-2022,11408-81032-UR,L-L-2.5,1,Tomas Sutty,bkenwell6h@over-blog.com,United States,Liberica,Lib,Light,L,2.5 kg, $36.46 , $36.46 ,No
BRV-64870-915,16-Apr-2019,32070-55528-UG,L-L-2.5,5,Samuele Ales0,tsutty6i@google.es,Ireland,Liberica,Lib,Light,L,2.5 kg, $36.46 , $182.28 ,No
RGJ-12544-083,12-Feb-2020,48873-84433-PN,L-D-2.5,3,Carlie Harce,,Ireland,Liberica,Lib,Dark,D,2.5 kg, $29.79 , $89.36 ,No
JJX-83339-346,02-Jan-2022,32928-18158-OW,R-L-0.2,1,Craggy Bril,charce6k@cafepress.com,United States,Robusta,Rob,Light,L,0.2 kg, $3.59 , $3.59 ,Yes
BIU-21970-705,07-Dec-2020,89711-56688-GG,R-M-2.5,2,Friederike Drysdale,,United States,Robusta,Rob,Medium,M,2.5 kg, $22.89 , $45.77 ,Yes
ELJ-87741-745,20-Feb-2020,48389-71976-JB,E-L-1,4,Devon Magowan,fdrysdale6m@symantec.com,United States,Excelsa,Exc,Light,L,1.0 kg, $14.85 , $59.40 ,No
SGI-48226-857,11-Jun-2020,84033-80762-EQ,A-M-2.5,6,Codi Littrell,dmagowan6n@fc2.com,United States,Arabica,Ara,Medium,M,2.5 kg, $25.88 , $155.25 ,Yes
AHV-66988-037,08-Sep-2020,12743-00952-KO,R-M-2.5,2,Christel Speak,,United States,Robusta,Rob,Medium,M,2.5 kg, $22.89 , $45.77 ,No
ISK-42066-094,28-Mar-2020,41505-42181-EF,E-D-1,3,Sibella Rushbrooke,,United States,Excelsa,Exc,Dark,D,1.0 kg, $12.15 , $36.45 ,Yes
FTC-35822-530,10-Oct-2020,14307-87663-KB,E-D-0.5,4,Tammie Drynan,srushbrooke6q@youku.com,United States,Excelsa,Exc,Dark,D,0.5 kg, $7.29 , $29.16 ,Yes
VSS-56247-688,21-May-2022,08360-19442-GB,L-M-2.5,4,Effie Yurkov,tdrynan6r@deviantart.com,United States,Liberica,Lib,Medium,M,2.5 kg, $33.47 , $133.86 ,No
HVW-25584-144,30-Apr-2020,93405-51204-UW,L-L-0.2,5,Lexie Mallan,eyurkov6s@hud.gov,United States,Liberica,Lib,Light,L,0.2 kg, $4.76 , $23.78 ,Yes
MUY-15309-209,12-Dec-2021,97152-03355-IW,L-D-1,3,Georgena Bentjens,lmallan6t@state.gov,United Kingdom,Liberica,Lib,Dark,D,1.0 kg, $12.95 , $38.85 ,No
VAJ-44572-469,27-Oct-2020,79216-73157-TE,R-L-0.2,6,Delmar Beasant,gbentjens6u@netlog.com,Ireland,Robusta,Rob,Light,L,0.2 kg, $3.59 , $21.51 ,Yes
YJU-84377-606,07-Jul-2020,20259-47723-AC,A-D-1,1,Lyn Entwistle,,United States,Arabica,Ara,Dark,D,1.0 kg, $9.95 , $9.95 ,Yes
VNC-93921-469,31-Jan-2020,04666-71569-RI,L-L-1,1,Zacharias Kiffe,cblowfelde73@ustream.tv,United States,Liberica,Lib,Light,L,1.0 kg, $15.85 , $15.85 ,Yes
OGB-91614-810,18-Feb-2020,08909-77713-CG,R-M-0.2,1,Mercedes Acott,,United States,Robusta,Rob,Medium,M,0.2 kg, $2.99 , $2.99 ,Yes
BQI-61647-496,13-Jun-2021,84340-73931-VV,E-M-1,5,Connor Heaviside,macott6y@pagesperso-orange.fr,United States,Excelsa,Exc,Medium,M,1.0 kg, $13.75 , $68.75 ,Yes
IOM-51636-823,06-Aug-2022,04609-95151-XH,A-D-1,3,Devy Bulbrook,cheaviside6z@rediff.com,United States,Arabica,Ara,Dark,D,1.0 kg, $9.95 , $29.85 ,No
GGD-38107-641,23-Nov-2021,99562-88650-YF,L-M-1,4,Leia Kernan,,United States,Liberica,Lib,Medium,M,1.0 kg, $14.55 , $58.20 ,No
LTO-95975-728,13-Oct-2021,46560-73885-PJ,R-L-0.5,4,Rosaline McLae,lkernan71@wsj.com,United Kingdom,Robusta,Rob,Light,L,0.5 kg, $7.17 , $28.68 ,No
IGM-84664-265,31-Aug-2021,80179-44620-WN,R-L-0.5,3,Cleve Blowfelde,rmclae72@dailymotion.com,United States,Robusta,Rob,Light,L,0.5 kg, $7.17 , $21.51 ,No
SKO-45740-621,16-Jan-2020,04666-71569-RI,L-M-0.5,2,Zacharias Kiffe,cblowfelde73@ustream.tv,United States,Liberica,Lib,Medium,M,0.5 kg, $8.73 , $17.46 ,Yes
FOJ-02234-063,25-Apr-2022,59081-87231-VP,E-D-2.5,1,Denyse O'Calleran,zkiffe74@cyberchimps.com,United States,Excelsa,Exc,Dark,D,2.5 kg, $27.95 , $27.95 ,Yes
MSJ-11909-468,13-Nov-2021,07878-45872-CC,E-D-2.5,5,Cobby Cromwell,docalleran75@ucla.edu,United States,Excelsa,Exc,Dark,D,2.5 kg, $27.95 , $139.73 ,No
DKB-78053-329,08-Jun-2021,12444-05174-OO,R-M-0.2,2,Irv Hay,ccromwell76@desdev.cn,United Kingdom,Robusta,Rob,Medium,M,0.2 kg, $2.99 , $5.97 ,No
DFZ-45083-941,21-Nov-2020,34665-62561-AU,R-L-2.5,1,Tani Taffarello,ihay77@lulu.com,United States,Robusta,Rob,Light,L,2.5 kg, $27.49 , $27.49 ,Yes
OTA-40969-710,14-Mar-2019,77877-11993-QH,R-L-1,5,Monique Canty,ttaffarello78@sciencedaily.com,United States,Robusta,Rob,Light,L,1.0 kg, $11.95 , $59.75 ,Yes
GRH-45571-667,16-Aug-2019,32291-18308-YZ,E-M-1,3,Javier Kopke,mcanty79@jigsy.com,United States,Excelsa,Exc,Medium,M,1.0 kg, $13.75 , $41.25 ,No
NXV-05302-067,22-Apr-2019,25754-33191-ZI,L-M-2.5,4,Mar McIver,jkopke7a@auda.org.au,United States,Liberica,Lib,Medium,M,2.5 kg, $33.47 , $133.86 ,No
VZH-86274-142,02-May-2022,53120-45532-KL,R-L-1,5,Arabella Fransewich,,Ireland,Robusta,Rob,Light,L,1.0 kg, $11.95 , $59.75 ,Yes
KIX-93248-135,11-Feb-2020,36605-83052-WB,A-D-0.5,1,Violette Hellmore,,United States,Arabica,Ara,Dark,D,0.5 kg, $5.97 , $5.97 ,Yes
AXR-10962-010,28-Mar-2021,53683-35977-KI,E-D-1,2,Myles Seawright,vhellmore7d@bbc.co.uk,United Kingdom,Excelsa,Exc,Dark,D,1.0 kg, $12.15 , $24.30 ,No
IHS-71573-008,08-May-2021,07972-83134-NM,E-D-0.2,6,Silvana Northeast,mseawright7e@nbcnews.com,United States,Excelsa,Exc,Dark,D,0.2 kg, $3.65 , $21.87 ,Yes
QTR-19001-114,21-Nov-2019,01035-70465-UO,A-D-1,2,Anselma Attwater,fmalecky5t@list-manage.com,United States,Arabica,Ara,Dark,D,1.0 kg, $9.95 , $19.90 ,Yes
WBK-62297-910,17-May-2021,25514-23938-IQ,A-D-0.2,2,Monica Fearon,,United States,Arabica,Ara,Dark,D,0.2 kg, $2.99 , $5.97 ,No
OGY-19377-175,09-Jul-2019,49084-44492-OJ,E-D-0.5,1,Barney Chisnell,mfearon7h@reverbnation.com,Ireland,Excelsa,Exc,Dark,D,0.5 kg, $7.29 , $7.29 ,Yes
ESR-66651-814,20-May-2020,76624-72205-CK,A-D-0.2,4,Jasper Sisneros,,United States,Arabica,Ara,Dark,D,0.2 kg, $2.99 , $11.94 ,Yes
CPX-46916-770,27-Aug-2021,12729-50170-JE,R-L-1,6,Zachariah Carlson,jsisneros7j@a8.net,Ireland,Robusta,Rob,Light,L,1.0 kg, $11.95 , $71.70 ,Yes
MDC-03318-645,30-Apr-2022,43974-44760-QI,A-L-0.2,2,Warner Maddox,zcarlson7k@bigcartel.com,United States,Arabica,Ara,Light,L,0.2 kg, $3.89 , $7.77 ,No
SFF-86059-407,03-Jun-2020,30585-48726-BK,A-M-2.5,1,Donnie Hedlestone,wmaddox7l@timesonline.co.uk,United States,Arabica,Ara,Medium,M,2.5 kg, $25.88 , $25.88 ,No
SCL-94540-788,13-Jun-2022,16123-07017-TY,E-L-2.5,6,Teddi Crowthe,dhedlestone7m@craigslist.org,United States,Excelsa,Exc,Light,L,2.5 kg, $34.16 , $204.93 ,No
HVU-21634-076,10-Jun-2020,27723-45097-MH,R-L-2.5,4,Dorelia Bury,tcrowthe7n@europa.eu,Ireland,Robusta,Rob,Light,L,2.5 kg, $27.49 , $109.94 ,Yes
XUS-73326-418,18-Dec-2020,37078-56703-AF,E-L-1,6,Gussy Broadbear,dbury7o@tinyurl.com,United States,Excelsa,Exc,Light,L,1.0 kg, $14.85 , $89.10 ,No
XWD-18933-006,31-Aug-2019,79420-11075-MY,A-L-0.2,2,Emlynne Palfrey,gbroadbear7p@omniture.com,United States,Arabica,Ara,Light,L,0.2 kg, $3.89 , $7.77 ,Yes
HPD-65272-772,25-Feb-2019,57504-13456-UO,L-M-2.5,1,Parsifal Metrick,epalfrey7q@devhub.com,United States,Liberica,Lib,Medium,M,2.5 kg, $33.47 , $33.47 ,Yes
JEG-93140-224,07-Feb-2021,53751-57560-CN,E-M-0.5,5,Christopher Grieveson,pmetrick7r@rakuten.co.jp,United States,Excelsa,Exc,Medium,M,0.5 kg, $8.25 , $41.25 ,Yes
